A1,A
SPELLEN1,spellen
SPELUNK1,Spelunk
SPELZ1,Spelz
SPEND1,Spend
SPENDABEL1,spendabel
SPENDEIEREN1,spendéieren
SPENDEN1,spenden
SPENDER1,Spender
SPENDERIN1,Spenderin
SPENGEL1,Spéngel
SPENGELEN1,spéngelen
SPENNCHEN1,Spënnchen
SPERMA1,Sperma
SPERRHOLZ1,Sperrholz
SPERRMULL1,Sperrmüll
SPETTESCH1,spëttesch
SPETZ1,Spëtz
SPETZBEIFCHEN1,Spëtzbéifchen
SPETZBOUF1,Spëtzbouf
SPETZEKANDIDAT1,Spëtzekandidat
SPETZEKANDIDATIN1,Spëtzekandidatin
SPETZEL1,Spëtzel
SPETZELDENGSCHT1,Spëtzeldéngscht
SPETZEN1,spëtzen
SPETZEN2,spëtzen
SPETZER1,Spëtzer
SPETZERT1,Spëtzert
SPETZESPORT1,Spëtzesport
SPETZESPORTLER1,Spëtzesportler
SPETZESPORTLERIN1,Spëtzesportlerin
SPETZESTONN1,Spëtzestonn
SPETZFENDEG1,spëtzfëndeg
SPETZFENDEGKEET1,Spëtzfëndegkeet
SPETZFENNEGKEET1,Spëtzfënnegkeet
SPETZNUMM1,Spëtznumm
SPETZT1,Spëtzt
SPEZIALEFFEKT1,Spezialeffekt
SPEZIALISATIOUN1,Spezialisatioun
SPEZIALISEIEREN1,spezialiséieren
SPEZIALIST1,Spezialist
SPEZIALISTIN1,Spezialistin
SPEZIALITEIT1,Spezialitéit
SPEZIALKOMMISSIOUN1,Spezialkommissioun
SPEZIALUNITEIT1,Spezialunitéit
SPEZIELL1,speziell
SPEZIELL2,speziell
SPEZIFESCH1,spezifesch
SPEZIFIEIEREN1,spezifiéieren
SPEZIFIZEIEREN1,spezifizéieren
SPHAR1,Sphär
SPIDOL1,Spidol
SPIEREN1,spieren
SPIGEL1,Spigel
SPIGELBILD1,Spigelbild
SPIGELCHEN1,Spigelchen
SPIGELEE1,Spigelee
SPIGELEN1,spigelen
SPIGELGLAT1,spigelglat
SPIGELSCHREFT1,Spigelschrëft
SPIGELUNG1,Spigelung
SPIGELVERKEIERT1,spigelverkéiert
SPIISS1,Spiiss
SPIISSINT1,Spiissint
SPIKE1,Spike
SPILL1,Spill
SPILLBRECHER1,Spillbrécher
SPILLBRECHESCH1,Spillbréchesch
SPILLCHEN1,Spillchen
SPILLCHEN2,Spillchen
SPILLEN1,spillen
SPILLER1,Spiller
SPILLEREI1,Spillerei
SPILLERESCH1,spilleresch
SPILLERIN1,Spillerin
SPILLERNATUR1,Spillernatur
SPILLES1,spilles
SPILLFIGUR1,Spillfigur
SPILLGEZEI1,Spillgezei
SPILLKAART1,Spillkaart
SPILLKONSOL1,Spillkonsol
SPILLMINUTT1,Spillminutt
SPILLPLAZ1,Spillplaz
SPILLRAUM1,Spillraum
SPILLREEGEL1,Spillreegel
SPILLREGEL1,Spillregel
SPILLSAACH1,Spillsaach
SPILLSAACHEBUTTEK1,Spillsaachebuttek
SPILLSAACHEGESCHAFT1,Spillsaachegeschäft
SPILLSCHOUL1,Spillschoul
SPILLSCHOULSJOFFER1,Spillschoulsjoffer
SPILLSCHOULSKAND1,Spillschoulskand
SPILLVERDIERWER1,Spillverdierwer
SPILLVERDIERWERIN1,Spillverdierwerin
SPILLZEMMER1,Spillzëmmer
SPINABIFIDA1,Spina_bifida
SPINAT1,Spinat
SPINETT1,Spinett
SPIONAGE1,Spionage
SPIONAGEFLIGER1,Spionagefliger
SPIONEIEREN1,spionéieren
SPIOUN1,Spioun
SPIOUNIN1,Spiounin
SPIRAL1,Spiral
SPIRITUALITEIT1,Spiritualitéit
SPIRITUELL1,spirituell
SPITZFINDEG1,spitzfindeg
SPITZFINDEGKEET1,Spitzfindegkeet
SPLACK1,Splack
SPLAITER1,Spläiter
SPLAITEREN1,spläiteren
SPLECK1,Spléck
SPLECKEN1,splécken
SPOILER1,Spoiler
SPONSEREN1,sponseren
SPONSOR1,Sponsor
SPONSORING1,Sponsoring
SPONTAN1,spontan
SPONTANEITEIT1,Spontaneitéit
SPORADESCH1,sporadesch
SPORT1,Sport
SPORTAART1,Sportaart
SPORTFESCHER1,Sportfëscher
SPORTFESCHERIN1,Sportfëscherin
SPORTLECH1,sportlech
SPORTLER1,Sportler
SPORTLERIN1,Sportlerin
SPORTSAUTO1,Sportsauto
SPORTSCLUB1,Sportsclub
SPORTSHAL1,Sportshal
SPORTSMANIFESTATIOUN1,Sportsmanifestatioun
SPORTSMASCHINN1,Sportsmaschinn
SPORTSSENDUNG1,Sportssendung
SPORTSSTAGE1,Sportsstage
SPORTSUNTERRECHT1,Sportsunterrecht
SPORTSWON1,Sportswon
SPOT1,Spot
SPOTT1,Spott
SPOTTBELLEG1,spottbëlleg
SPOTTPRAIS1,Spottpräis
SPOTTVULL2,Spottvull
SPOUN1,Spoun
SPRANGBRIET1,Sprangbriet
SPRANGBUR1,Sprangbur
SPRANGEN1,sprangen
SPRANGSEEL1,Sprangseel
SPRASS1,Sprass
SPRAY1,Spray
SPRAYDOUS1,Spraydous
SPRAYEN1,sprayen
SPRECHWUERT1,Spréchwuert
SPREEDEN1,spreeden
SPREEEN1,spreeën
SPREET1,Spreet
SPREIF2,Spréif
SPREIWENHUER1,Spréiwenhuer
SPREIZBOX1,Spreizbox
SPRENGEN1,sprengen
SPRENGMEESCHTER1,Sprengmeeschter
SPRENGMEESCHTERIN1,Sprengmeeschterin
SPRENGMEESCHTESCH1,Sprengmeeschtesch
SPRENGSAZ1,Sprengsaz
SPRENGSTOFF1,Sprengstoff
SPRENGUNG1,Sprengung
SPRENKENG1,Sprénkeng
SPRENZ1,Sprenz
SPRETZ1,Sprëtz
SPRETZEG1,sprëtzeg
SPRETZEN1,sprëtzen
SPRETZMETTEL1,Sprëtzmëttel
SPRIECHBLOS1,Spriechblos
SPRIECHEN1,spriechen
SPRIECHER1,Spriecher
SPRIECHERIN1,Spriecherin
SPRIECHSTONN1,Spriechstonn
SPRINT1,Sprint
SPRINTEN2,sprinten
SPRINTER1,Sprinter
SPRINTERIN1,Sprinterin
SPRIT1,Sprit
SPROCH1,Sproch
SPROCK1,sprock
SPRONG1,Sprong
SPRONK1,Spronk
SPROOCH1,Sprooch
SPROOCHECOURS1,Sproochecours
SPROOCHEMENU1,Sproochemenü
SPROOCHEN1,sproochen
SPROOCHFEELER1,Sproochfeeler
SPROOCHFEHLER1,Sproochfehler
SPROOCHLECH1,sproochlech
SPROOCHWESSENSCHAFT1,Sproochwëssenschaft
SPROOCHWESSENSCHAFTLER1,Sproochwëssenschaftler
SPROOCHWESSENSCHAFTLERIN1,Sproochwëssenschaftlerin
SPRUDDEL1,Spruddel
SPRUDDEL2,Spruddel
SPRUDDELEG1,spruddeleg
SPRUDDELEN1,spruddelen
SPRUDDELWAASSER1,Spruddelwaasser
SPRUTZ1,Sprutz
SPRUTZEN1,sprutzen
SPRUTZERT1,Sprutzert
SPUENESCH1,spuenesch
SPUENIEN1,Spuenien
SPUENIER1,Spuenier
SPUENIERIN1,Spuenierin
SPUERBUCH1,Spuerbuch
SPUEREN1,spueren
SPUERKONT1,Spuerkont
SPUERMOOSSNAHM1,Spuermoossnahm
SPUERMOOSSNAM1,Spuermoossnam
SPUERSAM1,spuersam
SPUERSCHWAIN1,Spuerschwäin
SPUERVULL1,Spuervull
SPUET1,Spuet
SPULL1,Spull
SPULL2,Spull
SPULLBIISCHT1,Spullbiischt
SPULLEN1,spullen
SPULLLOMP1,Spulllomp
SPULLMASCHINN1,Spullmaschinn
SPULLMETTEL1,Spullmëttel
SPULLSTEEN1,Spullsteen
SPULLWAASSER1,Spullwaasser
SPUNNES1,Spunnes
SPUNT1,Spunt
SPUR1,Spur
SPURLOS1,spurlos
SPUTT1,Sputt
SRILANKA1,Sri_Lanka
SRILANKER1,Sri-Lanker
SRILANKERIN1,Sri-Lankerin
SRILANKESCH1,sri-lankesch
STAACHEBOUNEN1,Staachebounen
STAANG1,Staang
STAANGENZELLERI1,Staangenzelleri
STAARK1,staark
STAAT1,Staat
STAATLECH1,staatlech
STAATSARCHIV1,Staatsarchiv
STAATSBEAMTEN1,Staatsbeamten
STAATSBEAMTIN1,Staatsbeamtin
STAATSBIERGER1,Staatsbierger
STAATSBIERGERIN1,Staatsbiergerin
STAATSBUDGET1,Staatsbudget
STAATSCHEF1,Staatschef
STAATSCHEFFIN1,Staatscheffin
STAATSFRA1,Staatsfra
STAATSKASCHTEN1,Staatskäschten
STAATSMANN1,Staatsmann
STAATSMINISTER1,Staatsminister
STAATSMINISTERE1,Staatsministère
STAATSMINISTERIN1,Staatsministerin
STAATSMINISTESCH1,Staatsministesch
STAATSPLAZ1,Staatsplaz
STAATSPRESIDENT1,Staatspresident
STAATSPRESIDENTIN1,Staatspresidentin
STAATSROT1,Staatsrot
STAATSSCHOLD1,Staatsschold
STAATSSEKRETAR1,Staatssekretär
STAATSSEKRETARIN1,Staatssekretärin
STAATSSTROOSS1,Staatsstrooss
STAATSVISITE1,Staatsvisite
STABEL1,stabel
STABHEICHSPRONG1,Stabhéichsprong
STABHEICHSPRONK1,Stabhéichspronk
STABIL1,stabil
STABILISEIEREN1,stabiliséieren
STABILITEIT1,Stabilitéit
STABILSAITELAG1,stabil_Säitelag
STACH1,Stach
STACHDAISCHTER1,stachdäischter
STACHEL1,Stachel
STACK1,Stack
STACK2,Stack
STACKDAF1,stackdaf
STACKDAISCHTER1,stackdäischter
STACKELCHEN1,Stäckelchen
STACKEM1,Stackem
STACKEM2,Stackem
STACKINT1,Stackint
STACKSAT1,stacksat
STAD1,Stad
STAD2,Stad
STADBILD1,Stadbild
STADBRIEDEMES1,Stadbriedemes
STADDEEL1,Staddeel
STADHAUS1,Stadhaus
STADION1,Stadion
STADIUM1,Stadium
STADKAR1,Stadkär
STADLETZEBUERG1,Stad_Lëtzebuerg
STADPLANG1,Stadplang
STADTESCH1,städtesch
STADZENTRUM1,Stadzentrum
STAERCHEN1,Stäerchen
STAERKEN1,stäerken
STAERKT1,Stäerkt
STAERKUNG1,Stäerkung
STAERZEL1,Stäerzel
STAF1,Staf
STAF2,Staf
STAFELTER1,Stafelter
STAFFEL1,Staffel
STAFFELEI1,Staffelei
STAFFELEN1,staffelen
STAFHEICHSPRONG1,Stafhéichsprong
STAGE1,Stage
STAGIAIRE1,Stagiaire
STAGIAIRE2,Stagiaire
STAGNEIEREN1,stagnéieren
STAIL1,Stäil
STAILER1,Stäiler
STAIP1,Stäip
STAIPEN1,stäipen
STAISSGEBUERT1,Stäissgebuert
STALL1,Stall
STALLCHEN1,Ställchen
STALLDIER1,Stalldier
STALLHALEN1,stallhalen
STALLSCHMUEBEL1,Stallschmuebel
STALLSCHMUEWEL1,Stallschmuewel
STAMEN1,stamen
STAMINET1,Staminet
STAMM1,Stamm
STAMMBAM1,Stammbam
STAMMDESCH1,Stammdësch
STAMMINEE1,Stamminee
STAND1,Stand
STANDARD1,Standard
STANDARDISEIEREN1,standardiséieren
STANDAUER1,Standauer
STANDBEEN1,Standbeen
STANDCHEN1,Ständchen
STANDHAFT1,standhaft
STANDPUNKT1,Standpunkt
STANNEG1,stänneg
STANNER1,Stänner
STANZEN1,stanzen
STAPEL1,Stapel
STAPELEN1,stapelen
STAPHYLOCOQUE1,Staphylocoque
STAPHYLOCOQUENINFEKTIOUN1,Staphylocoqueninfektioun
STAR1,Stär
STAR2,Star
STAR3,Star
STARENDAUCHER1,Stärendaucher
STARENHIMMEL1,Stärenhimmel
STARENZEECHEN1,Stärenzeechen
STARESCHNAIZ1,Stäreschnäiz
STARRKRAMPF1,Starrkrampf
STARSCHNUPP1,Stärschnupp
START1,Start
STARTEN1,starten
STARTER1,Starter
STARTER2,Starter
STARTERIN1,Starterin
STARTLACHER1,Startlächer
STARTLINN1,Startlinn
STARTSCHWIEREGKEET1,Startschwieregkeet
STARTUP1,Start-up
STARTZEECHEN1,Startzeechen
STAT1,Stat
STATIONAR1,stationär
STATIONEIEREN1,stationéieren
STATIONEIERUNGSVERBUET1,Stationéierungsverbuet
STATIOUN1,Statioun
STATISTESCH1,statistesch
STATISTIK1,Statistik
STATIV1,Stativ
STATLECH1,statlech
STATSARCHIV1,Statsarchiv
STATSBEAMTEN1,Statsbeamten
STATSBEAMTIN1,Statsbeamtin
STATSBIERGER1,Statsbierger
STATSBIERGERIN1,Statsbiergerin
STATSBUDGET1,Statsbudget
STATSCHEF1,Statschef
STATSCHEFFIN1,Statscheffin
STATSFRA1,Statsfra
STATSKASCHTEN1,Statskäschten
STATSMANN1,Statsmann
STATSMINISTER1,Statsminister
STATSMINISTERE1,Statsministère
STATSMINISTERIN1,Statsministerin
STATSMINISTESCH1,Statsministesch
STATSPLAZ1,Statsplaz
STATSPRESIDENT1,Statspresident
STATSPRESIDENTIN1,Statspresidentin
STATSROT1,Statsrot
STATSSCHOLD1,Statsschold
STATSSTROOSS1,Statsstrooss
STATSVISITE1,Statsvisite
STATTFANNEN1,stattfannen
STATU1,Statu
STATUR1,Statur
STATUS1,Status
STATUSSYMBOL1,Statussymbol
STATUT1,Statut
STATUT2,Statut
STATUTENANNERUNG1,Statutenännerung
STATUTTENANNERUNG1,Statuttenännerung
STAU1,Stau
STAUBSAUGEN1,staubsaugen
STAUBSAUGER1,Staubsauger
STAUDAMM1,Staudamm
STAUEN1,stauen
STAUMAUER1,Staumauer
STAUNEN1,staunen
STAUSEI1,Stauséi
STAUSEI2,Stauséi
STAUT1,Staut
STAUTEG1,stauteg
STEBS1,Stëbs
STEBSALLERGIE1,Stëbsallergie
STEBSEG1,stëbseg
STEBSEN1,stëbsen
STEBSKAR1,Stëbskär
STECH1,Stéch
STECHDAG1,Stéchdag
STECHFLAM1,Stéchflam
STECHHALTEG1,stéchhalteg
STECHWUERT1,Stéchwuert
STECK1,Stéck
STECKDOUS1,Steckdous
STECKEG1,stéckeg
STECKELCHEN1,Stéckelchen
STECKELEN1,stéckelen
STECKEN1,stécken
STECKEN2,stécken
STECKER1,Stecker
STECKERZOCKER1,Stéckerzocker
STECKSEG1,stéckseg
STECKSTOFF1,Stéckstoff
STEE1,Stee
STEE2,Stee
STEEBOCK1,Steebock
STEEBRECKEN1,Steebrécken
STEEBROCH1,Steebroch
STEEEN1,steeën
STEEEN2,Steeën
STEEKAIZCHEN1,Steekäizchen
STEEKAUL1,Steekaul
STEEKAUZ1,Steekauz
STEEKOUP1,Steekoup
STEEKUEB1,Steekueb
STEELEEFER1,Steeleefer
STEELUUCHT1,Steeluucht
STEEMARDER1,Steemarder
STEEMETZER1,Steemetzer
STEEMETZESCH1,Steemetzesch
STEEN1,Steen
STEENADLER1,Steenadler
STEENCHEN1,Steenchen
STEENEM1,Steenem
STEENHAART1,steenhaart
STEENUEBST1,Steenuebst
STEERAICH1,steeräich
STEESEL1,Steesel
STEFT1,Stëft
STEFTEN1,stëften
STEFTUNG1,Stëftung
STEFTZANT1,Stëftzant
STEHLUUCHT1,Stehluucht
STEIER1,Steier
STEIER3,Stéier
STEIER4,Steier
STEIERAMT1,Steieramt
STEIEREN1,stéieren
STEIEREN2,steieren
STEIERERHEIJUNG1,Steiererhéijung
STEIERERKLARUNG1,Steiererklärung
STEIERGESETZ1,Steiergesetz
STEIERHANNERZEIUNG1,Steierhannerzéiung
STEIERJOER1,Steierjoer
STEIERLECH1,steierlech
STEIERRAD1,Steierrad
STEIERREFORM1,Steierreform
STEIERSAZ1,Steiersaz
STEIERSYSTEM1,Steiersystem
STEIERUNG1,Stéierung
STEIERVERWALTUNG1,Steierverwaltung
STEIF1,steif
STEIFBRUDDER1,Stéifbrudder
STEIFKAND1,Stéifkand
STEIFMAMM1,Stéifmamm
STEIFPAPP1,Stéifpapp
STEIFSCHWESTER1,Stéifschwëster
STEIGEREN1,steigeren
STEIGERUNG1,Steigerung
STEIPLAZ1,Stéiplaz
STEISSER1,Stéisser
STEIWEN1,steiwen
STELL1,stëll
STELL2,Stëll
STELLAGE1,Stellage
STELLEN1,stellen
STELLEWAERT1,Stellewäert
STELLMASS1,Stëllmass
STELLT1,Stëllt
STELLUNG1,Stellung
STELLUNGNAHM1,Stellungnahm
STELLUNGNAM1,Stellungnam
STELLVERTRIEDER1,Stellvertrieder
STELLVERTRIEDERIN1,Stellvertriederin
STELZ1,Stelz
STEMM1,Stëmm
STEMMBROCH1,Stëmmbroch
STEMMCHEN1,Stëmmchen
STEMMEGLAICHHEET1,Stëmmegläichheet
STEMMEN1,stëmmen
STEMMEN2,stemmen
STEMMUNG1,Stëmmung
STEMMZIEDEL1,Stëmmziedel
STEMPEL1,Stempel
STEMPELEN1,stempelen
STEMPELKESSEN1,Stempelkëssen
STENGEFORT1,Stengefort
STENGEG1,stengeg
STENGEGEN1,stengegen
STENGEN1,stengen
STENKEG1,sténkeg
STENKEN1,sténken
STENKERT1,Sténkert
STENKERT2,Sténkert
STENNCHEN1,Stënnchen
STENOGRAF1,Stenograf
STENOGRAFEIEREN1,stenograféieren
STENOGRAFIE1,Stenografie
STENOGRAFIN1,Stenografin
STENOGRAPH1,Stenograph
STENOGRAPHEIEREN1,stenographéieren
STENOGRAPHIE1,Stenographie
STENOGRAPHIN1,Stenographin
STENOKARDIE1,Stenokardie
STENTERLECH1,stënterlech
STEPPCHEN1,Stëppchen
STEPPDECKEN1,Steppdecken
STEPPEBUSSAR1,Steppebussar
STEPPEL1,Stëppel
STEPPELEN1,stëppelen
STEPPELER1,Stëppeler
STEPPELESCH1,Stëppelesch
STEPPEMEIW1,Steppeméiw
STEPPEN1,steppen
STEPPEN2,steppen
STEPPENHENKELDEIF1,Steppenhénkeldéif
STEPPEPIWITSCH1,Steppepiwitsch
STEPPEWEI1,Steppewei
STER1,Ster
STEREOSANLAG1,Stereosanlag
STEREOTYP1,stereotyp
STEREOTYP2,Stereotyp
STERIL1,steril
STERILISATIOUN1,Sterilisatioun
STERILISEIEREN1,steriliséieren
STERILITEIT1,Sterilitéit
STETHOSKOP1,Stethoskop
STEWARD1,Steward
STEWARDESS1,Stewardess
STIBITZEN1,stibitzen
STICKER1,Sticker
STIECHEN1,stiechen
STIECHEN2,stiechen
STIEDCHEN1,Stiedchen
STIEFESDAG1,Stiefesdag
STIELEN1,stielen
STIERFBEGLEEDUNG1,Stierfbegleedung
STIERFFALL1,Stierffall
STIERFHELLEF1,Stierfhëllef
STIERFLECH1,stierflech
STIERFLECHKEET1,Stierflechkeet
STIERKEN1,stierken
STIERKSEN1,stierksen
STIERMEN2,stiermen
STIERMER1,Stiermer
STIERMERIN1,Stiermerin
STIERMESCH1,stiermesch
STIERWEN2,stierwen
STIERWESKRANK1,stierweskrank
STIERZEN1,stierzen
STIFFCHEN1,Stiffchen
STIGMATISEIEREN1,stigmatiséieren
STIICHTEN1,stiichten
STIL1,Stil
STILBROCH1,Stilbroch
STILISEIEREN1,stiliséieren
STILISTESCH1,stilistesch
STILL1,Still
STILLCHEN1,Stillchen
STIMULATIOUN1,Stimulatioun
STIMULEIEREN1,stimuléieren
STIPPI1,Stippi
STIPULEIEREN1,stipuléieren
STIR1,Stir
STITZCHEN1,Stitzchen
STIWWEL1,Stiwwel
STIWWELCHEN1,Stiwwelchen
STIWWELEN1,stiwwelen
STKITTSANNEVIS1,St@_Kitts_an_Nevis
STLUCIA1,St@_Lucia
STOCK1,Stock
STOCKEIEREN1,stockéieren
STOEN1,stoen
STOESCH1,stoesch
STOFF1,Stoff
STOFFEL1,Stoffel
STOFFEN1,stoffen
STOFFI1,Stoffi
STOFFWIESSEL1,Stoffwiessel
STOFFWIESSELKRANKHEET1,Stoffwiesselkrankheet
STOFT1,Stoft
STOFTEN1,stoften
STOL1,Stol
STOL2,Stol
STOLA1,Stola
STOLEN1,stolen
STOLINDUSTRIE1,Stolindustrie
STOLLEN1,Stollen
STOLWIERK1,Stolwierk
STOLZ1,Stolz
STOLZ2,stolz
STOLZEBUERG1,Stolzebuerg
STOLZEIEREN1,stolzéieren
STOMM1,stomm
STOMMFILM1,Stommfilm
STOMPEG1,stompeg
STONG1,Stong
STONN1,Stonn
STONNEKILOMETER1,Stonnekilometer
STONNELAANG1,stonnelaang
STONNELOUN1,Stonneloun
STONNEPLANG1,Stonneplang
STONNEWEIS1,stonneweis
STOPP1,Stopp
STOPP2,Stopp
STOPP3,Stopp
STOPPAUER1,Stoppauer
STOPPCHES1,Stoppches
STOPPEL1,Stoppel
STOPPELHAFF1,Stoppelhaff
STOPPEN1,stoppen
STOPPENZEIER1,Stoppenzéier
STOPPSCHELD1,Stoppschëld
STORCH1,Storch
STORE1,Store
STORNEIEREN1,stornéieren
STORUNG1,Störung
STOT1,Stot
STOUSS1,Stouss
STOUSSEN1,stoussen
STOUSSNECKEL1,Stoussnéckel
STRACK1,strack
STRACK2,Strack
STRAHL1,Strahl
STRAHLEN1,strahlen
STRAHLUNG1,Strahlung
STRAICHEN1,sträichen
STRAICHEN2,sträichen
STRAIF1,Sträif
STRAIFEGANS1,Sträifegäns
STRAIFEN1,sträifen
STRAIT1,Sträit
STRAITFALL1,Sträitfall
STRAITGESPREICH1,Sträitgespréich
STRAITMECHER1,Sträitmécher
STRAL1,Stral
STRALEN1,stralen
STRALUNG1,Stralung
STRAMM1,stramm
STRAMMEN1,strämmen
STRAMMSTOEN1,strammstoen
STRAMMZEIEN1,strammzéien
STRAMPELBOX1,Strampelbox
STRAMPELEN1,strampelen
STRAND1,Strand
STRANG1,Strang
STRANGULEIEREN1,stranguléieren
STRANK1,Strank
STRAPATZ1,Strapatz
STRAPATZEIEREN1,strapatzéieren
STRAPAZ1,Strapaz
STRAPP1,Strapp
STRASS1,Strass
STRATEGESCH1,strategesch
STRATEGIE1,Strategie
STRAUCH1,Strauch
STRAUSS1,Strauss
STRAUSS2,Strauss
STRAUSS3,Strauss
STREBER1,Streber
STREBERIN1,Streberin
STRECH1,Stréch
STRECHMANNCHEN1,Stréchmännchen
STRECHPUNKT1,Stréchpunkt
STRECK1,Streck
STRECK2,Streck
STRECK3,Stréck
STRECK4,Stréck
STRECKBRIET1,Streckbriet
STRECKEISEN1,Streckeisen
STRECKEISEN2,Stréckeisen
STRECKEL1,Stréckel
STRECKEN1,strecken
STRECKEN2,strécken
STRECKEN3,strecken
STRECKLEEDER1,Stréckleeder
STRECKNOL1,Strécknol
STREEAUTO1,Streeauto
STREECAMION1,Streecamion
STREECH1,Streech
STREECH2,Streech
STREECH3,Streech
STREEDENGSCHT1,Streedéngscht
STREEEEMER1,Streeeemer
STREEEN1,streeën
STREEKESCHT1,Streekëscht
STREESALZ1,Streesalz
STREEWON1,Streewon
STREI1,Stréi
STREIDEN1,streiden
STREIDEREG1,streidereg
STREIDEREI1,Streiderei
STREIEG1,stréieg
STREIFEIER1,Stréifeier
STREIHALLEM1,Stréihallem
STREIK1,Streik
STREIKBRIECHER1,Streikbriecher
STREIKBRIECHERIN1,Streikbriecherin
STREIKEN1,streiken
STREILEN1,stréilen
STREIMUNG1,Stréimung
STREISEL1,Streisel
STREMP1,Strëmp
STRENG1,streng
STRENGT1,Strengt
STRENZ1,Strenz
STREPPEN1,strëppen
STREPTOCOQUE1,Streptocoque
STREPTOCOQUENINFEKTIOUN1,Streptocoqueninfektioun
STRESS1,Stress
STRESSEG1,stresseg
STRESSEN1,stressen
STRETCHING1,Stretching
STRIEF1,Strief
STRIGEL1,Strigel
STRIGELEN1,strigelen
STRIKT1,strikt
STRIZEN1,strizen
STROF1,Strof
STROFBAR1,strofbar
STROFEN1,strofen
STROFGERIICHT1,Strofgeriicht
STROFRAUM1,Strofraum
STROFRECHT1,Strofrecht
STROFRECHTLECH1,strofrechtlech
STRONK1,Stronk
STRONTIUM1,Strontium
STRONZEG1,stronzeg
STROOSS1,Strooss
STROOSSEFEST1,Stroossefest
STROOSSEKAND1,Stroossekand
STROOSSEKENSCHTLER1,Stroossekënschtler
STROOSSEKENSCHTLERIN1,Stroossekënschtlerin
STROOSSEKUNSTLER1,Stroossekünstler
STROOSSEKUNSTLERIN1,Stroossekünstlerin
STROOSSELAG1,Stroosselag
STROOSSELUUCHT1,Stroosseluucht
STROOSSEMAART1,Stroossemaart
STROOSSEN1,Stroossen
STROOSSENAARBECHT1,Stroossenaarbecht
STROOSSEPOTTO1,Stroossepotto
STROOSSESAIT1,Stroossesäit
STROOSSESCHELD1,Stroosseschëld
STROOSSEVERKEIER1,Stroosseverkéier
STROPH1,Stroph
STROTZEN1,strotzen
STROUM1,Stroum
STROUMAUSFALL1,Stroumausfall
STROUMLEITUNG1,Stroumleitung
STROUMPANN1,Stroumpann
STROUMPANNE1,Stroumpanne
STROUMSCHLAG1,Stroumschlag
STROUMSPANNUNG1,Stroumspannung
STROUMVERSUERGUNG1,Stroumversuergung
STRUBBELVOLL1,strubbelvoll
STRUEWELEN1,struewelen
STRUKTUR1,Struktur
STRUKTUREIEREN1,strukturéieren
STRUKTURELL1,strukturell
STRUMM1,Strumm
STRUMM2,Strumm
STRUMMERT1,Strummert
STRUPPEG1,struppeg
STRUPPEVOLL1,struppevoll
STRUTZ1,Strutz
STRUWWELEG1,struwweleg
STUCK1,Stuck
STUCKATUR1,Stuckatur
STUCKELEN1,stuckelen
STUDEIEREN1,studéieren
STUDENT1,Student
STUDENTENHEEM1,Studentenheem
STUDENTENJOB1,Studentenjob
STUDENTENZAIT1,Studentenzäit
STUDENTEREVOLT1,Studenterevolt
STUDENTEREVOLTE1,Studenterevolte
STUDENTEWUNNENG1,Studentewunneng
STUDENTIN1,Studentin
STUDIE1,Studie
STUDIEBELEEG1,Studiebeleeg
STUDIEBELEG1,Studiebeleg
STUDIENZAIT1,Studienzäit
STUDIO1,Studio
STUDIUM1,Studium
STUEL1,Stuel
STUERKEN1,stuerken
STUERKSEN1,stuerksen
STUERM1,Stuerm
STUERMMEIW1,Stuermméiw
STUERZ2,Stuerz
STUFF1,Stuff
STUFFENDIER1,Stuffendier
STULL1,Stull
STULLGANG1,Stullgang
STULLGANK1,Stullgank
STUMMFILM1,Stummfilm
STUPID1,stupid
STUPPECHT1,Stuppecht
STUPPEG1,stuppeg
STUR1,stur
STURAZEG1,sturazeg
STURHEET1,Sturheet
STUTZEG1,stutzeg
STUTZEN1,stutzen
STUTZEN2,stutzen
STVINCENTANDGRENADINNEN1,St@_Vincent_an_d#Grenadinnen
STYLEN1,stylen
STYLING1,Styling
SU1,Su
SUBJEKT1,Subjekt
SUBJEKTIV1,subjektiv
SUBJEKTIVITEIT1,Subjektivitéit
SUBSID1,Subsid
SUBSIDE1,Subside
SUBSTANTIV1,Substantiv
SUBSTANTIVEIEREN1,substantivéieren
SUBSTANZ1,Substanz
SUBSTANZIELL1,substanziell
SUBTIL1,subtil
SUBTILITEIT1,Subtilitéit
SUBTROPESCH1,subtropesch
SUBVENTIONEIEREN1,subventionéieren
SUBVENTIOUN1,Subventioun
SUCCES1,Succès
SUCCESSEUR1,Successeur
SUCCESSIOUN1,Successioun
SUCETTE1,Sucette
SUCHT1,Sucht
SUCHTEG1,süchteg
SUCHTVERHALEN1,Suchtverhalen
SUCKEL1,Suckel
SUCKELEN1,suckelen
SUDAFRIKA1,Südafrika
SUDAFRIKANER1,Südafrikaner
SUDAFRIKANERIN1,Südafrikanerin
SUDAFRIKANESCH1,südafrikanesch
SUDAMERIKA1,Südamerika
SUDAMERIKANER1,Südamerikaner
SUDAMERIKANERIN1,Südamerikanerin
SUDAMERIKANESCH1,südamerikanesch
SUDDELEN1,suddelen
SUDEN1,Süden
SUDKOREA1,Südkorea
SUDKOREANER1,Südkoreaner
SUDKOREANERIN1,Südkoreanerin
SUDKOREANESCH1,südkoreanesch
SUDLANNESCH1,südlännesch
SUDLECH1,südlech
SUDLECHVUN1,südlech_vun
SUDSUDAN1,Südsudan
SUDSUDANES1,Südsudanes
